"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region","Treatment"
"14",127,12.71941192,12,12,7.40642463,13.03128671,6.706764343,12.43637663,52,127,12,12,12,0.905533328,0.954347556,14.86965812,0.494892818,1,1,1,3.418294913,1.488357524,0.876163381,7321.999997,327.999999,30.70652548,0.245024876,1,95.00840195,1618.285714,115.5714286,"R1","NoTPO"
"15",169,14.67264885,14,14,10.74781769,14.75604272,10.49104463,14.58040169,60,169,14,14,14,0.976109284,0.98809701,19.56058407,0.444518919,1,1,1,0.270566903,0.752696432,4.644010502,8102.000001,2569.000055,25.63694064,0.192731992,1,72.09257215,5086.15625,302.21875,"R1","NoTPO"
"16",140,13.35454788,13,13,8.048630612,13.52161808,6.955169196,13.20019046,56,140,14,12,13,0.864143173,0.976228613,14.65022671,0.504757173,1,1,0.923076923,5.800376967,6.773737636,0.982991007,3953.000001,212.9999993,23.60091953,0.201083277,1,72.59862363,1418.211538,50.23076923,"R1","NoTPO"
"17",139,13.30676759,13,13,6.810623112,13.57054578,6.219523071,13.04526284,56,139,14,12,13,0.91320911,0.961292424,15.19862359,0.467119476,1,1,0.923076923,5.81502842,2.142538933,1.039793446,8237,275,39.15320565,0.34402852,1,122.8786603,3394.898148,221.3611111,"R1","NoTPO"
"18",147,13.68433946,13,13,8.633479553,13.91138254,8.051877023,13.47541348,56,147,14,12,13,0.932634053,0.968660982,16.2881716,0.441441815,1,1,0.923076923,1.654472757,1.616071317,2.213896352,9368.000002,857.999999,32.83514927,0.273520249,1,95.01981399,2395.49375,92.6875,"R1","NoTPO"
"19",142,13.44959924,13,13,7.92736684,13.87938254,6.771611757,13.01539209,56,142,14,12,13,0.854206938,0.937750081,15.16353324,0.545038988,1,1,0.923076923,6.907240173,6.173557161,1.652839822,4310,292.0000005,24.19432153,0.236092266,1,90.28304255,3388.666667,137.5,"R1","NoTPO"
"20",148,13.73080594,14,14,7.600641966,14.27967719,6.905999265,13.18714903,58,148,14,12,13,0.908607364,0.923490696,14.72118952,0.492374143,1.076923077,1,0.857142857,4.947058088,0.676338116,2.990808776,8736.999998,656.9999981,35.05438719,0.281989084,1,101.8067416,1772.660714,403.0714286,"R1","NoTPO"
"21",139,13.30676759,13,13,8.304954908,13.59251026,6.855831826,13.01881375,56,139,14,12,13,0.825511024,0.957793189,15.0002952,0.495812185,1,1,0.923076923,7.239248728,6.617019824,2.025199473,3690.999969,527,25.79475278,0.196787149,1,72.33265759,2378.14,168.1,"R1","NoTPO"
"22",165,14.49796823,16,16,10.33514746,16.62905992,7.754402938,13.25318836,64,165,12,6,14,0.750294368,0.796989633,5.917901597,0.539106979,1.142857143,3,0.375,13.16059657,11.06109912,6.30761191,5042,619,13.1152263,0.12667091,1,44.53823648,2524.269231,1992.711538,"R2","NoTPO"
"23",208,16.27784239,16,16,11.34544002,16.48991415,9.867297361,16.04539724,68,208,16,16,16,0.869714823,0.973043104,20.33841923,0.544192731,1,1,1,5.74791522,2.858890089,0.363692182,7172.000125,1102.000004,20.67591257,0.191292876,1,74.43609258,3009.785714,229.7142857,"R1","NoTPO"
"24",144,13.54398355,13,13,7.960881874,13.71262242,7.299928516,13.39638812,56,144,14,12,13,0.916974857,0.976938452,15.46359068,0.521806902,1,1,0.923076923,2.554305086,4.087757987,2.814179178,7704,445,24.80898734,0.222829387,1,86.39708311,1990.36,618.96,"R1","NoTPO"
"25",220,16.74081172,17,17,12.98198708,17.1880634,11.54362543,16.2981791,70,220,16,16,16,0.889203275,0.94822661,18.21711982,0.470812756,1.0625,4,0.941176471,5.344094555,3.521918519,5.082525135,8123.999985,7570.999967,29.36063264,0.22997416,1,81.01360091,10008.40074,1317.018382,"R4","NoTPO"
"26",148,13.73080594,14,14,7.245125639,13.94349909,6.753647163,13.54119928,58,148,14,12,13,0.932164258,0.971147858,15.05553941,0.568318579,1.076923077,1,0.857142857,2.035392203,4.28716388,0.339904103,5520,685,9.109581809,0.185229303,1,68.73888083,878.525,182.875,"R1","NoTPO"
"27",139,13.30676759,13,13,8.258001944,13.43238633,7.440218666,13.16390926,56,139,14,12,13,0.900970806,0.980012705,16.2083756,0.494997823,1,1,0.923076923,4.708632791,0.612795324,2.927281106,6463.000018,152.0000205,25.21749607,0.2,1,76.08937496,2061.294643,329.2232143,"R1","NoTPO"
"28",164,14.45396823,14,14,11.1729532,14.91632314,9.678604676,14.0244338,62,164,14,14,14,0.86625304,0.940207159,14.08873584,0.437258652,1,4,1,12.17960675,0.686641852,9.034010183,4637.999971,815.9999981,20.15553777,0.155524279,1,50.9646461,5607.026786,670.7410714,"R4","NoTPO"
"29",153,13.96081869,15,15,9.516086749,14.81189845,7.066644128,13.17287275,60,153,14,12,13,0.742599801,0.889343982,13.0321961,0.518466616,1.153846154,2,0.8,15.37325532,6.249758474,4.215632307,4293.00006,421.9999938,22.80709414,0.177027027,1,65.7987857,1154.424107,47.26785714,"R1","NoTPO"
"30",132,12.967377,13,13,7.284937904,13.28034869,6.255869404,12.71859794,56,132,14,12,13,0.858740251,0.957700602,12.23561103,0.464358141,1,4,0.923076923,6.682039123,8.586007805,6.290857809,3613.999999,413.0000007,26.70861847,0.221126761,1,73.64110963,2482.555556,228.3888889,"R1","NoTPO"
