"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region","Treatment"
"1695",146,13.63771466,13,13,7.803277522,13.91485647,6.970958316,13.35656342,56,146,14,12,13,0.893337229,0.959877916,17.18364002,0.538999977,1,4,0.923076923,6.20539361,5.57274457,5.595056564,4270.999985,313,18.17611339,0.21253406,1,78.49351765,1302.153846,123.8173077,"R1","NoTPO"
"1696",154,14.00636798,14,14,8.677336943,14.47961884,7.234607071,13.55730729,58,154,14,12,13,0.833735871,0.936302774,15.2789813,0.532148308,1.076923077,1,0.857142857,7.688844644,4.670902241,2.830828606,4577.999978,631.0000024,18.24117931,0.218206158,1,80.05543702,2620.898148,384.462963,"R1","NoTPO"
"1697",488,24.93303132,26,26,25.75103949,25.68821038,21.41618857,24.21717015,104,488,24,22,24,0.831663071,0.942734811,22.99114133,0.387107168,1.083333333,3,0.846153846,10.18018549,8.990477092,0.882721078,16887,10023,34.1180295,0.260330579,1,92.60322101,16165.31563,5124.05,"R4+TPO","TPO"
"1698",168,14.62917424,15,15,9.845795358,14.88374193,8.697723021,14.38982962,62,168,14,14,14,0.883394658,0.966815314,16.57126731,0.52604711,1.071428571,1,0.933333333,5.415364043,5.239834465,2.464749195,5020.000136,422.0000091,21.40019199,0.168642951,1,63.99692076,2702.75,250,"R1","NoTPO"
"1699",160,14.2766122,14,14,7.926687489,14.43525853,7.096623843,14.12516146,60,160,14,12,14,0.895282406,0.97851808,16.02337041,0.549219727,1,1,0.857142857,6.022629883,5.229667908,1.628840425,5118.000001,513.000001,21.57943957,0.233954451,1,89.92765647,1597.285714,221.2857143,"R1","NoTPO"
"1700",155,14.05176961,14,14,9.059085213,14.31083683,8.058836869,13.77914512,60,155,14,12,14,0.889586165,0.962846917,15.89261967,0.461927205,1,1,0.857142857,7.33536974,3.36539225,0.938009292,8013.999994,672.9999995,28.03216653,0.231058234,1,80.46440543,3354,602.2678571,"R1","NoTPO"
"1701",167,14.58557004,15,15,10.06942006,14.9241696,8.31892312,14.26636829,62,167,14,14,14,0.826157124,0.955923758,15.94011106,0.545684041,1.071428571,4,0.933333333,9.658042606,4.702491665,8.296425689,4375.999969,382.9999981,15.96947824,0.130663165,1,55.1706599,2875.985577,81.5,"R1","NoTPO"
"1702",135,13.11390568,13,13,6.121441282,13.65557418,5.766620718,12.61045026,54,135,12,12,12,0.942036434,0.923465399,14.09566048,0.496143536,1.083333333,1,0.923076923,0.597632247,1.769561163,2.6036122,7079.999997,710.999995,34.43366393,0.320268757,1,116.9019849,2159,165.5,"R1","NoTPO"
"1703",178,15.05827322,15,15,12.70019334,15.63978476,9.51083574,14.53448284,62,178,14,14,14,0.748873303,0.929327549,14.88079842,0.412306514,1.071428571,4,0.933333333,18.86237825,11.43451674,9.058302375,6204,1038,28.71839184,0.168413697,1,58.58912782,3615.003906,331.1328125,"R1","NoTPO"
"1704",164,14.45396823,14,14,9.736508772,14.64903271,8.721943575,14.28939899,60,164,14,12,14,0.895797845,0.975450002,15.74984618,0.519496067,1,4,0.857142857,3.588936186,6.630273373,5.211964946,5240.000084,172,23.19605041,0.172367539,1,67.15577065,3225.557692,45.61538462,"R1","NoTPO"
"1705",182,15.2265273,16,16,13.0722483,16.10222616,11.32875518,14.39203188,64,182,14,12,14,0.866626377,0.893791438,14.59582823,0.507036955,1.142857143,1,0.75,6.658093446,3.45299585,1.594471541,5305,1030,15.51666285,0.109343936,1,42.3210069,8389.910714,1178.133929,"R4","NoTPO"
"1706",135,13.11390568,13,13,8.748369072,13.29040095,7.123829245,12.9975149,56,135,14,12,13,0.814303693,0.977962587,12.54600368,0.507459068,1,1,0.923076923,9.238763594,6.628467496,2.595120914,3920.999998,407.9999998,24.13675449,0.163879599,1,62.03450255,1755.524038,17.22115385,"R1","NoTPO"
"1707",273,18.64861123,18,18,14.48615512,18.85037154,13.45304756,18.45285185,76,273,18,18,18,0.928683108,0.978911838,22.47930485,0.506260413,1,1,1,2.285328735,3.22730384,1.518684799,8995.999974,19798.00003,28.84644492,0.283792441,1,114.2311479,6571.578571,2755.9,"R4+TPO","TPO"
"1708",175,14.93083843,15,15,11.7594504,15.52909993,10.73140186,14.36298538,62,175,14,12,14,0.912576821,0.924907783,15.5113198,0.416666221,1.071428571,3,0.8,6.040425827,12.0123914,4.894063125,6294.000001,2338,24.61493211,0.174881837,1,58.56378375,4029.638889,313.8564815,"R1","NoTPO"
"1709",139,13.30676759,13,13,7.780018458,13.50917809,7.275079555,13.14085488,56,139,14,12,13,0.935097981,0.972735335,13.63542756,0.551423078,1,1,0.923076923,2.076575744,6.506951506,3.705085444,3832.000046,145,16.89839768,0.169660679,1,61.68785572,1239.826923,101.8173077,"R1","NoTPO"
"1710",143,13.4968739,13,13,8.027841028,13.70234675,6.831650571,13.29128406,56,143,14,12,13,0.85099475,0.970000563,16.11318639,0.504835962,1,1,0.923076923,5.814304988,2.943825766,3.889193923,4453.000023,310,31.12053488,0.204591492,1,77.26583964,2027.875,222.6875,"R1","NoTPO"
"1711",250,17.84576526,18,18,14.56322929,18.18031966,12.72552509,17.50988227,74,250,18,16,17,0.87381204,0.963122905,20.40124865,0.497114956,1.058823529,3,0.888888889,6.531438791,8.72162792,2.227823284,8159,2628,17.27395108,0.146097398,1,57.45132047,6506.683824,1982.963235,"R4+TPO","TPO"
"1712",156,14.09702503,14,14,9.495640846,14.43804274,8.672885544,13.76822286,58,156,14,12,13,0.913354421,0.953607294,17.17685487,0.474213546,1.076923077,1,0.857142857,4.867458399,4.943717881,2.451456256,8763.999994,515.0000024,26.99464258,0.225369458,1,79.78947558,1738.783654,60.55288462,"R1","NoTPO"
