"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region","Treatment"
"19",155,14.05176961,14,14,10.31948822,14.36612157,10.19074735,13.76888103,58,155,14,12,13,0.987524491,0.958427155,16.00274629,0.434235192,1.076923077,1,0.857142857,1.245845852,0.15410298,1.652098079,4917.999972,3856.999982,29.09910672,0.179856115,1,68.36857936,3722.477679,224.2723214,"R1","NoTPO"
"20",196,15.80131414,16,16,14.99206668,17.29747791,11.19413761,14.43515446,66,196,16,14,15,0.746670746,0.834523653,11.09379702,0.430118972,1.066666667,2,0.875,19.44209949,1.655542389,4.767053364,5009.000027,2888.000008,12.57124306,0.116094987,1,39.96128482,8377.09375,986,"R4","NoTPO"
"21",166,14.5418351,14,14,9.274852488,14.804211,8.897217599,14.30580023,60,166,14,14,14,0.959284,0.966333176,16.27843535,0.461321238,1,1,1,2.291110129,2.492569858,0.989309587,10169.00001,601.0000422,36.38888657,0.250629723,1,90.6754368,4083.941964,424.0669643,"R1","NoTPO"
"22",231,17.15422735,17,17,13.28061583,17.32052591,10.93356431,16.98080024,72,231,18,14,17,0.823272388,0.980385949,19.60534028,0.548163226,1,1,0.823529412,8.957561665,0.784602037,2.847146229,7437.000167,619.0000062,15.70163076,0.165775401,1,63.96054394,4927.051402,344.59375,"R1","NoTPO"
"23",144,13.54398355,13,13,8.541682196,13.69438389,7.436304063,13.38808635,56,144,14,12,13,0.870590112,0.977633347,16.72164246,0.533175547,1,1,0.923076923,5.307155047,2.624117231,4.498475769,3100,468,14.96309625,0.139672131,1,57.27046198,1540.307692,320.7692308,"R1","NoTPO"
"24",190,15.55757746,16,16,9.801936539,16.21965627,9.226204045,14.89946298,66,190,16,14,15,0.941263393,0.918605348,16.21734212,0.502156453,1.066666667,1,0.875,5.086242048,2.040827112,1.991530402,9601.999995,3842.999999,23.19469415,0.259773014,1,99.85902542,2300.25,123.9861111,"R1","NoTPO"
"25",219,16.70272109,17,17,11.91458335,16.96240587,10.83627517,16.44401412,70,219,16,14,16,0.909496778,0.969438784,18.9803889,0.520935479,1.0625,1,0.823529412,3.480551632,4.020820897,0.188554056,9059.999848,698.0000069,31.99402239,0.231884058,1,87.1309946,4815.620536,202,"R1","NoTPO"
"26",206,16.1993945,16,16,11.97167103,16.45737999,10.37985151,15.96493712,68,206,16,14,16,0.867034476,0.970077688,16.72667051,0.54002976,1,3,0.875,5.073707349,8.26883643,2.773251894,8758.000151,628.9999926,30.89697777,0.231487658,1,85.76092624,6257.473214,660.625,"R4","NoTPO"
"27",136,13.16238609,13,13,8.291136523,13.40852039,6.791488227,12.89995398,56,136,14,12,13,0.819126329,0.9620714,15.08812562,0.500630463,1,1,0.923076923,6.999713271,6.616940484,4.052630516,4147.999951,291.0000057,21.62512855,0.203263086,1,71.28877868,1987.758621,147.4482759,"R1","NoTPO"
"28",166,14.5418351,15,15,10.19279576,15.15678393,8.46866545,13.96781613,62,166,14,14,14,0.830848145,0.921555404,13.58258265,0.594576623,1.071428571,1,0.933333333,10.43084805,6.687083873,0.82302494,5763,509.0000029,22.44955235,0.186915888,1,76.38328951,3036.201613,340.7741935,"R1","NoTPO"
"29",211,16.39481043,16,16,11.59674863,16.72107528,10.2812914,16.05624783,68,211,16,16,16,0.886566721,0.96024015,19.91178335,0.520789828,1,1,1,5.236183283,4.103876402,3.875197018,8255,641,29.05455727,0.221774194,1,84.85569558,6052.101563,195.7695313,"R4","NoTPO"
"30",131,12.91816476,13,13,7.876753165,13.53301776,6.366799081,12.3706014,54,131,12,10,12,0.808302475,0.914105163,12.40205911,0.571660248,1.083333333,3,0.769230769,12.04103807,9.975718587,2.474922064,4724,171,11.78313665,0.125689761,1,54.16893615,2018.548387,2507.290323,"R2","NoTPO"
"31",231,17.15422735,17,17,12.57070581,17.27319467,11.15655728,17.03130349,72,231,18,16,17,0.887504445,0.985996153,19.48125913,0.532050595,1,1,0.941176471,4.283054476,2.277495855,0.864648668,8566,528.0000012,25.66927378,0.209424084,1,82.96861708,5644.90625,498.34375,"R4","NoTPO"
"32",135,13.11390568,13,13,7.333664484,13.60745459,6.780471246,12.64702744,54,135,12,10,12,0.924567965,0.929419044,14.78417965,0.470426978,1.083333333,1,0.769230769,3.674781289,1.858708942,1.181411815,7264.999998,243.9999971,31.21208304,0.265776699,1,94.82697434,1104.696429,129.2633929,"R1","NoTPO"
"33",142,13.44959924,14,14,7.973001154,13.92751289,7.553522275,13.06614885,58,142,14,10,13,0.947387581,0.938153779,11.94970839,0.573901114,1.076923077,3,0.714285714,5.004333107,8.833282511,4.76269968,4040,129.9999998,10.80240084,0.131853786,1,48.68293509,1443.8,1208.48,"R2+TPO","TPO"
"34",156,14.09702503,14,14,7.061832438,14.58725437,4.166718566,13.61471984,60,156,14,12,14,0.590033621,0.933329843,14.72763558,0.33984592,1,2,0.857142857,20.30147965,8.178348018,6.148816271,12475,1164.000002,65.98836173,0.327192982,1,175.5450106,2527.03,33703.215,"R3","NoTPO"
"35",161,14.32115713,14,14,9.6768573,14.89404847,9.282373437,13.76211827,60,161,14,14,14,0.9592343,0.924001174,15.2372568,0.481127078,1,1,1,5.013111382,2.498437305,1.070658091,9606.000015,634.9999998,32.57901943,0.219638243,1,78.89640989,5046.887097,537.2741935,"R4","NoTPO"
"36",208,16.27784239,16,16,12.92718752,16.42511502,11.15102277,16.15369704,68,208,16,14,16,0.862602384,0.983475429,17.427017,0.4952567,1,1,0.875,6.586656189,6.956134505,3.782863931,7181.00001,935.9998899,17.80903204,0.136094675,1,51.52456736,12915.2963,1617.666667,"R4","NoTPO"
"37",142,13.44959924,14,14,6.187484538,14.12649168,5.989757261,12.80309809,58,142,14,12,13,0.968043997,0.906318311,13.08255104,0.490485888,1.076923077,1,0.857142857,4.773745641,2.393353734,1.732633869,9149.000003,316.0000014,47.69981371,0.375838926,1,147.1872708,4751.853448,150.0258621,"R1","NoTPO"
"38",172,14.80230659,15,15,11.2864998,14.8978352,8.489513596,14.72390179,64,172,16,14,14,0.752183028,0.988324921,15.96060819,0.479540047,1.071428571,3,0.933333333,10.90144074,10.94554291,0.748406515,5700.999918,698.0000069,19.66647356,0.167668671,1,54.49105785,3416.107143,4871.446429,"R2","NoTPO"
"39",272,18.61442492,20,20,14.17725405,21.0542814,10.39977291,16.48472669,76,272,16,16,16,0.7335534,0.78296316,9.92113521,0.526342999,1.25,2,0.8,23.34642933,10.35394362,3.74072228,13750.99999,2063.000001,29.63457819,0.266666667,1,95.19149389,5994.359375,818.34375,"R4","NoTPO"
"40",198,15.88172848,17,17,10.33793038,16.85127884,7.500949003,15.17822955,68,198,16,12,15,0.7255755,0.900716776,10.1900927,0.448603773,1.133333333,3,0.705882353,17.85420234,15.70504512,8.245643701,7892.000021,778.9999976,39.03320362,0.295794726,1,106.0507361,4623.3125,229.375,"R1","NoTPO"
"41",609,27.85311793,27,27,27.45754243,28.78273715,23.39394599,27.01261594,112,609,28,24,27,0.852004365,0.938500595,22.1068713,0.543805195,1,1,0.888888889,9.832591637,4.538056558,2.512593164,27008,4371.999734,24.28523398,0.228183581,1,88.58783365,36741,5317.364583,"R4+TPO","TPO"
"42",144,13.54398355,13,13,8.025177674,13.79934196,7.30050919,13.32535344,56,144,14,12,13,0.909700631,0.965651368,14.74620466,0.483910147,1,1,0.923076923,4.142168941,1.07081847,0.763712597,8824,1434,29.15924742,0.263476681,1,99.08158893,1740.8,209.1,"R1","NoTPO"
"43",172,14.80230659,15,15,10.42220096,15.10474162,9.12477605,14.49969129,62,172,14,14,14,0.875513348,0.95994302,17.03006301,0.528607004,1.071428571,1,0.933333333,4.14974966,3.610911612,2.862876175,5526.000001,325.0000005,22.0297349,0.168106312,1,66.73054592,3197.696429,389.9285714,"R1","NoTPO"
"44",151,13.86927135,14,14,9.189157907,14.12505871,8.760379317,13.63735267,60,151,14,12,14,0.953338642,0.965472282,14.37603156,0.530472153,1,3,0.857142857,1.614639685,8.590330562,2.765896227,3487.999977,401.9999976,14.00534125,0.122783979,1,49.64693555,4217.053571,679.5892857,"R4","NoTPO"
"45",167,14.58557004,16,16,11.50748866,16.31686383,7.140255374,13.192343,62,167,14,12,13,0.620487718,0.808509719,8.168817803,0.44920686,1.230769231,3,0.75,26.02323191,17.05541803,5.901239108,3844.999995,1050.999985,12.68603362,0.105866487,1,44.49323904,13739.5625,839.8020833,"R4","NoTPO"
"46",182,15.2265273,16,16,9.93377646,16.01177215,9.307385983,14.63818484,68,182,16,12,15,0.936943369,0.914213911,10.46155145,0.677687984,1.066666667,4,0.75,6.084251419,4.104913901,10.11032385,4664.000004,1738.999998,5.568993507,0.132589839,1,48.57076226,2617.734848,693.2272727,"R1","NoTPO"
"47",136,13.16238609,13,13,8.925562544,13.53439806,7.880050991,12.8246087,54,136,12,12,12,0.882863232,0.947556636,15.07575954,0.542293412,1.083333333,1,0.923076923,4.790482689,6.4737054,2.110485812,3941.999948,469.9999936,23.97735753,0.155792277,1,62.06638466,1177.259259,148.4814815,"R1","NoTPO"
"48",172,14.80230659,15,15,12.35212904,15.37351911,10.49645938,14.25232191,62,172,14,14,14,0.849769246,0.927069581,15.89982432,0.418070101,1.071428571,1,0.933333333,11.27172695,1.710179133,1.338585023,4438.99999,3223.000025,15.90681367,0.142669297,1,47.12867263,4005.03125,2167.28125,"R2","NoTPO"
"49",236,17.33888528,17,17,13.42851727,17.61007539,10.53043817,17.0710072,72,236,18,16,17,0.784184728,0.969388649,19.40478241,0.510339082,1,1,0.941176471,12.40755544,1.892533868,1.913620429,10053.99985,1196.000029,27.97209779,0.233670034,1,88.40974839,5519.875,486.7321429,"R4","NoTPO"
"50",247,17.7383675,17,17,13.32850261,18.0066303,10.96682666,17.47173628,72,247,18,16,17,0.822810107,0.970294608,22.39629381,0.543132371,1,1,0.941176471,9.6252791,5.012396028,2.339323064,9684.000175,766.0000007,22.485834,0.219479653,1,87.30556211,10182.04924,1611.265152,"R4","NoTPO"
"51",122,12.46651566,12,12,8.851316498,12.88331039,7.305115228,12.1027313,52,122,12,10,12,0.825313978,0.939411606,12.26574188,0.587994577,1,1,0.833333333,8.392727228,4.575277546,3.867143527,2379.99999,284,9.147924261,0.097195042,1,37.9924461,2011.875,48.55681818,"R1","NoTPO"
"52",142,13.44959924,14,14,9.553911429,14.49170478,8.020006921,12.50591666,56,142,12,12,12,0.839447485,0.862970703,11.7756414,0.499004435,1.166666667,4,0.857142857,9.547100306,3.285075107,9.549524947,2999.000003,357.0000005,11.93996889,0.129843644,1,41.67644427,3438.321429,197.1785714,"R1","NoTPO"
"53",137,13.21068859,14,14,10.17489606,13.81864598,7.589401651,12.65523785,58,137,14,12,12,0.74589476,0.915808818,12.27786134,0.464965532,1.166666667,2,0.857142857,15.94882643,7.562565119,3.478523652,2837.999939,521.9999964,15.23511581,0.124236253,1,47.23159415,4003.769231,99.71634615,"R1","NoTPO"
"54",145,13.59092991,13,13,7.336832118,13.7391169,6.956715151,13.43709335,56,145,14,12,13,0.948190587,0.978017252,17.19924852,0.520903542,1,1,0.923076923,2.249281109,0.999487656,1.518750664,7985.000013,341.0000224,23.513288,0.269616519,1,100.0042082,1640.166667,107.9444444,"R1","NoTPO"
"55",151,13.86927135,14,14,10.72161631,14.31914936,9.535128786,13.4289739,58,151,14,12,13,0.889336879,0.937833216,15.29596363,0.467617902,1.076923077,4,0.857142857,4.882492089,5.998313352,5.778285021,4730.000001,275.000001,12.88840521,0.12508186,1,43.25171596,3634.08,901.56,"R1","NoTPO"
"56",140,13.35454788,13,13,7.487091188,13.74875374,7.165331969,12.97304644,56,140,14,12,13,0.957024803,0.94357981,14.41831377,0.487658319,1,1,0.923076923,2.391605189,2.573560868,1.182560765,7322,279,24.71257873,0.242574257,1,88.66708285,1630.25,103.9166667,"R1","NoTPO"
"57",150,13.82327033,14,14,9.918469583,14.06574948,8.28198951,13.57859845,58,150,14,12,13,0.835006796,0.965366152,16.58064535,0.512377674,1.076923077,1,0.857142857,6.839963902,2.576920948,3.6088958,5140.000051,375.0000091,22.98018472,0.17408377,1,60.04302198,2344.035714,2063.651786,"R2+TPO","TPO"
"58",135,13.11390568,13,13,7.775824169,13.62224888,7.060205076,12.6259466,54,135,12,12,12,0.907968715,0.926862129,14.92742564,0.449967057,1.083333333,1,0.923076923,4.551525775,1.402619894,2.435961148,6776.999977,293.9999845,24.9792816,0.223325062,1,82.99986613,2146.254464,103.8258929,"R1","NoTPO"
"59",155,14.05176961,14,14,8.296811186,14.69108274,8.065118764,13.42488474,58,155,14,12,13,0.972074522,0.913811799,15.5755567,0.514772336,1.076923077,1,0.857142857,3.459228309,2.917342629,1.678515121,9384.999963,325.9999938,25.29069148,0.23698714,1,93.70177503,1354.648148,824.787037,"R2","NoTPO"
"60",171,14.7592139,15,15,10.22314318,14.96350542,9.386144425,14.57058143,62,171,14,12,14,0.918127064,0.97374118,16.79818819,0.462503715,1.071428571,1,0.8,3.722789382,5.016274453,1.382430295,8035,1621.000014,21.74021026,0.210191083,1,77.56942501,6724.616071,536.9553571,"R4","NoTPO"
"61",186,15.39294238,15,15,11.66842016,16.07772139,8.277962517,14.75240979,64,186,16,14,15,0.709433017,0.917568443,14.75950654,0.502778608,1,3,0.933333333,18.18524391,10.57852214,4.133165048,4667.999995,858.0000024,15.84285071,0.157181572,1,56.1488584,2892.318182,180.3181818,"R1","NoTPO"
"62",224,16.89231537,17,17,13.35579462,18.16446303,10.33647028,16.0696225,70,224,14,12,16,0.773931509,0.884673688,9.564587796,0.506288252,1.0625,3,0.705882353,12.88118979,19.87343114,5.124818796,7399.999992,1970.000007,12.73996497,0.160345975,1,54.29014296,5309.058824,4926.705882,"R3+TPO","TPO"
"63",139,13.30676759,13,13,9.193114391,13.54436554,7.703189561,13.08092857,56,139,14,12,13,0.83793035,0.965783782,14.395833,0.529762956,1,3,0.923076923,9.082478821,16.98401853,9.153222765,4892,389,22.68643466,0.171770972,1,61.01778532,2804.165179,1409.848214,"R2+TPO","TPO"
