"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region"
"154574",144,13.54398355,13,13,9.352657448,14.17827441,5.732926814,12.93933463,56,144,14,12,13,0.612973034,0.912617026,14.06992062,0.435821888,1,4,0.923076923,23.65650996,8.183228887,10.85689512,5969.999996,521.9999962,21.47311739,0.16507177,1,61.75047444,7181.584821,6071.584821,"R3+TPO"
"154656",123,12.51750367,13,13,6.455128842,13.87791708,5.14838183,11.39288197,52,123,12,10,11,0.797564534,0.820936017,8.854393045,0.54204038,1.181818182,4,0.769230769,13.90981173,6.798845654,6.975514203,5969.999999,636.0000024,21.60939948,0.165168539,1,71.95991771,5954.803571,11547.75,"R3+TPO"
"154754",429,23.37727134,23,23,21.06108004,23.99959887,18.16738248,22.84224622,96,429,22,20,23,0.862604503,0.951776167,20.81146145,0.523302298,1,1,0.869565217,7.287572751,4.188183239,2.368462436,18369,11851,31.42127791,0.254747872,1,94.43450235,15991.73437,2001.75,"R4+TPO"
"154756",172,14.80230659,15,15,9.780252881,15.33556306,8.529748346,14.27700756,62,172,14,14,14,0.872139857,0.930973809,16.39275153,0.536302975,1.071428571,1,0.933333333,12.19868307,0.489116665,1.882083282,8266,149,17.62021073,0.167990226,1,62.54396912,7036.121094,2797.445313,"R4+TPO"
"154760",771,31.33952146,31,31,30.75898792,32.39604754,29.85780323,30.50566757,124,771,30,28,29,0.970701744,0.941647821,19.42583745,0.521157269,1.068965517,1,0.903225806,3.655790595,2.596158055,1.134834001,27749.99965,9215.000308,23.57868898,0.368846932,1,151.5331384,44159.72115,8465.807692,"R4+TPO"
"154832",142,13.44959924,13,13,7.374753596,13.8382118,6.357518363,13.08704725,56,142,14,12,13,0.86206519,0.945718091,14.26764676,0.517437152,1,4,0.923076923,8.006800884,7.627460799,8.925467893,5891,538,19.70545826,0.211981567,1,74.6797527,2878.25,2275.419643,"R2+TPO"
"154907",207,16.23866582,16,16,12.83949564,16.33634978,10.00747841,16.13190424,68,207,16,16,16,0.779429246,0.987485237,19.53108819,0.447390292,1,3,1,6.633789314,9.856508603,6.256688132,10192,1030,25.88354391,0.202492212,1,80.12403743,6772.925781,11594.16406,"R3+TPO"
"154915",214,16.51094985,16,16,12.02718849,16.62778501,10.55483303,16.38592417,68,214,16,14,16,0.877581078,0.985454416,20.54405269,0.55155335,1,1,0.875,5.422539586,5.287854179,2.581566129,8166,776.999999,25.38080876,0.212516297,1,84.98437377,4780.75,1044.556452,"R4+TPO"
"154993",140,13.35454788,14,14,6.540340539,13.93267515,5.958140249,12.79791724,58,140,14,12,13,0.910983184,0.918554197,13.20812823,0.536771847,1.076923077,3,0.857142857,11.74245295,8.118476303,3.026100205,4572.000017,367.0000035,19.61524783,0.193083573,1,66.54251786,1909.732143,1656.821429,"R2+TPO"
"155039",136,13.16238609,13,13,9.692553463,13.42017675,8.156810003,12.88416847,56,136,14,12,13,0.841554296,0.960059521,15.21030839,0.51282552,1,1,0.923076923,8.621423221,5.52596404,3.202094062,4701.000004,321.0000014,13.86810352,0.148379052,1,54.2233682,4469.024038,8034.240385,"R3+TPO"
"155043",182,15.2265273,15,15,9.885388284,15.93797901,8.188827843,14.57444159,66,182,16,14,15,0.828376955,0.914447282,13.8273504,0.531932831,1,4,0.933333333,11.28154172,5.931894359,5.852732351,7538.999996,827,31.41616767,0.233103448,1,70.55541295,8789.407258,5487.28629,"R3+TPO"
"155066",184,15.30996096,15,15,10.60971603,15.84059748,9.936033288,14.80354492,62,184,14,12,14,0.936503226,0.934531979,18.34924523,0.490833115,1.071428571,1,0.8,5.105519599,4.890982177,2.724243414,10339.00007,2510.00002,28.53557831,0.226379201,1,88.03480751,4715.584821,926.375,"R4+TPO"
"155186",191,15.59846473,15,15,13.99598108,16.3797734,10.84556701,14.87730951,64,191,16,14,15,0.774905807,0.908273219,14.5792684,0.574474597,1,4,0.933333333,14.12795072,0.839755524,5.690847871,5275.999992,1107.999992,7.71259576,0.09685696,1,36.45166052,3972.75,4781.75,"R3+TPO"
"155195",203,16.08100513,16,16,10.98402817,16.36623806,9.164095821,15.81184633,68,203,16,14,15,0.834311027,0.966125891,17.03148281,0.502153105,1.066666667,4,0.875,7.530448759,4.993734733,8.781369881,7936,781,26.0602382,0.199197861,1,73.71555443,9639.613281,4119.90625,"R4+TPO"
"155229",382,22.05956037,22,22,16.93852864,23.25488471,14.53048594,21.410781,94,382,20,16,21,0.857836371,0.920700372,10.43939084,0.533551252,1.047619048,4,0.727272727,8.777725065,6.282888964,23.37955,16143,4855,15.51633832,0.175148711,1,61.17163086,14939.98077,5566.576923,"R4+TPO"
"155328",126,12.66923653,15,15,11.01608609,16.49686938,5.938951481,10.17461247,58,126,10,8,11,0.539116292,0.616760201,4.400131225,0.470938116,1.363636364,4,0.533333333,36.02253659,21.17772298,21.37945368,3158.000011,266.999999,9.572400285,0.086956522,1,34.8320196,3731.333333,1685.472222,"R2+TPO"
"155340",313,19.96812747,25,25,20.86487322,25.69996271,11.13239861,15.60650879,86,313,16,10,16,0.533547388,0.607258033,5.332030417,0.557315572,1.5625,4,0.4,40.73337391,0.666460202,15.62157214,10921.00001,794.9999976,8.250129647,0.113065327,1,41.54955872,12645.89286,4818.321429,"R4+TPO"
"155466",222,16.81673416,17,17,12.78469931,17.02902625,11.13144223,16.62302813,70,222,16,16,16,0.870684711,0.976158465,19.47207507,0.51634872,1.0625,1,0.941176471,5.822542174,2.851846086,2.143027905,8460.999999,660.000001,20.53251591,0.179386823,1,68.31312213,4342.471154,1098.230769,"R4+TPO"
"155541",174,14.88811778,17,17,16.48104586,17.47456148,7.711448148,13.02235391,64,174,12,6,13,0.467897985,0.74521778,6.238802742,0.366715524,1.307692308,4,0.352941176,28.06758118,15.15586939,14.15199469,6737.999996,869.9999998,24.05479358,0.132561133,1,51.52263304,11133.83929,3721.214286,"R4+TPO"
"155629",674,29.30185534,31,31,28.22918792,31.87066829,27.13041266,28.5287907,132,8,26,4,29,0.961076625,0.895142532,7.035954513,0.484157143,1.068965517,4,0.129032258,6.170169713,5.433442075,5.494334065,27714.99991,18367.00009,29.20497998,0.322237017,2,119.3574733,23610.31707,7167.877301,"R4+TPO"
"155797",142,13.44959924,13,13,9.821209123,13.76271521,7.656922565,13.19486388,56,142,14,12,13,0.779631354,0.958739876,13.63959378,0.560398433,1,4,0.923076923,10.6666345,3.268260503,6.910450521,4821.999999,1336.000007,7.516604116,0.113427345,1,46.80706421,7135.899038,3385.822115,"R3+TPO"
"155864",163,14.40983387,15,15,11.26343932,15.31448861,8.999879266,13.6183355,62,163,14,12,14,0.799034736,0.889245201,11.70923145,0.538247011,1.071428571,2,0.8,15.40550581,6.223533725,1.779951132,4911.999985,301.9999835,11.30059682,0.09102402,1,34.08433592,13382.92742,6892.471774,"R4+TPO"
"155941",515,25.61349167,25,25,24.89628245,26.18053237,23.97549828,25.08870112,104,515,26,24,25,0.963015194,0.958296064,24.42217824,0.434977724,1,1,0.96,1.919192691,4.808086776,3.279290452,20544,16546,26.62776856,0.231903485,1,87.81411262,21838.10473,3927.689189,"R4+TPO"
"155960",175,14.93083843,14,14,10.52669284,15.21920162,9.306791677,14.6860478,60,175,14,12,14,0.884113541,0.964968345,17.78097804,0.54390764,1,1,0.857142857,7.085424573,2.420673674,4.153471683,6092.000087,444.9999971,23.77236078,0.188728702,1,74.01850712,4910,1092.125,"R4+TPO"
"155977",243,17.59415074,18,18,14.25125251,18.34622416,13.16785668,16.89791855,72,243,16,16,16,0.923978905,0.92105702,18.13352066,0.459763723,1.125,1,0.888888889,5.471715424,0.980292095,3.948167638,6557.000003,16678,34.06068231,0.253438114,1,97.56723185,5992.7875,2217.125,"R4+TPO"
"156147",181,15.18463857,15,15,10.14841069,15.59144308,7.398738807,14.86489221,62,181,14,12,14,0.729053941,0.953400666,14.75787709,0.467170631,1.071428571,2,0.8,16.09484716,4.926510052,5.273453,9474,2201,28.4931529,0.214454976,1,86.26635007,13654.97656,10331.23047,"R3+TPO"
"156176",142,13.44959924,20,39,15.98837152,18.16348904,12.00115877,15.58176801,126,1,12,2,16,0.750617957,0.857862053,3.126416309,0.638124917,1.25,4,0.051282051,17.94589683,6.231406442,6.414165764,2297.999992,325.9999943,2.645132294,0.041025641,3,17.1580746,2959.5,790.25,"R1+TPO"
"156189",211,16.39481043,17,17,11.08669259,17.3249024,10.3160563,15.5227169,68,211,16,14,15,0.930489974,0.895977163,15.67820916,0.472162326,1.133333333,1,0.823529412,6.903281285,1.853091587,0.623313348,9926.999975,10461,47.22047203,0.342121031,1,124.5121754,4891.555556,1207.490741,"R4+TPO"
"156584",160,14.2766122,14,14,10.38104223,14.8239535,7.916209333,13.75108278,60,160,14,12,14,0.762564024,0.927625871,14.73503252,0.481185986,1,1,0.857142857,11.14694559,5.884533736,4.307724365,4921.000003,576.9999986,21.94381209,0.155059133,1,52.40723911,3492.839286,1825.678571,"R2+TPO"
"156630",203,16.08100513,17,17,11.42264271,17.88324789,8.986805435,14.5430457,66,203,14,12,14,0.786753614,0.813221725,10.06348146,0.590030426,1.214285714,3,0.705882353,17.24965237,9.351285114,5.120157799,8097.999996,1584.999995,12.23749933,0.136854742,1,54.43470743,11901.09375,9626.15625,"R3+TPO"
"156790",368,21.65155442,22,22,19.3377959,22.60547271,18.57838611,20.74483047,88,368,20,18,20,0.960729248,0.917690629,20.57776558,0.431304969,1.1,1,0.818181818,4.176032794,2.919202785,3.064257696,13350.00001,22719.00006,34.04720241,0.27899271,1,102.7715763,13809.46429,2091.678571,"R4+TPO"
"156915",145,13.59092991,14,14,10.11073831,14.62980644,6.908923202,12.64368219,58,145,14,12,13,0.683325291,0.864241248,11.22983204,0.483871446,1.076923077,4,0.857142857,19.06127935,6.408172877,7.064184588,6424,869.9999962,16.99435366,0.135422827,1,50.957923,10974.91667,16739.125,"R3+TPO"
"156976",139,13.30676759,13,13,9.193114391,13.54436554,7.703189561,13.08092857,56,139,14,12,13,0.83793035,0.965783782,14.395833,0.529762956,1,3,0.923076923,9.082478821,16.98401853,9.153222765,4892,389,22.68643466,0.171770972,1,61.01778532,2804.165179,1409.848214,"R2+TPO"
"157034",366,21.59263852,22,22,17.52508742,22.66084821,16.50932765,20.55940779,88,366,20,20,20,0.942039674,0.907265589,20.4271043,0.538072853,1.1,1,0.909090909,3.074518036,3.012356491,1.67167325,14665.99998,1731.000005,24.31784314,0.232154341,1,89.03635589,4166.75,1136.232143,"R4+TPO"
"157072",250,17.84576526,18,18,14.56322929,18.18031966,12.72552509,17.50988227,74,250,18,16,17,0.87381204,0.963122905,20.40124865,0.497114956,1.058823529,3,0.888888889,6.531438791,8.72162792,2.227823284,8159,2628,17.27395108,0.146097398,1,57.45132047,6506.683824,1982.963235,"R4+TPO"
"157166",529,25.95930181,27,27,21.39636988,27.6990215,19.98380983,24.66740455,110,529,26,6,25,0.933981322,0.890551478,11.87992108,0.584508157,1.08,4,0.222222222,4.043692299,3.983326089,7.032647528,18653.99983,2589.00004,10.85237869,0.108667529,1,43.9882593,17853,5758.21875,"R4+TPO"
"157205",148,13.73080594,13,13,7.948932582,14.03891106,7.772565465,13.45472044,56,148,14,12,13,0.977812478,0.958387754,15.84374867,0.5565722,1,1,0.923076923,1.952756887,6.090783442,1.270879506,6400.999997,349.999999,21.40458773,0.1594906,1,63.38988363,2279.972222,2501.856481,"R2+TPO"
"157257",155,14.05176961,14,14,11.64691629,14.97416574,8.327248493,13.22648466,58,155,14,12,13,0.714974529,0.883286915,12.07087647,0.569148639,1.076923077,2,0.857142857,18.19164277,8.700473848,3.310576749,3905,667,6.305760016,0.102912621,1,35.3070869,1972.678571,2336.973214,"R2+TPO"
"157290",135,13.11390568,13,13,7.700123871,13.27813049,7.252083243,12.96685876,56,135,14,12,13,0.941813842,0.976557564,13.8141089,0.540054254,1,1,0.923076923,5.236173988,4.196041123,0.212452568,4698.999995,747.999999,14.55152477,0.128143713,1,48.61634243,4123,4171.75,"R3+TPO"
"157319",163,14.40983387,14,14,11.0073208,14.72978577,8.414447343,14.1708266,60,163,14,12,14,0.764441002,0.962052458,13.54354949,0.562576292,1,4,0.857142857,12.39221267,1.095420417,7.311857083,4046.999997,287.0000038,11.27545682,0.090211132,1,32.46370481,9070.464286,3487.589286,"R4+TPO"
"157331",771,31.33952146,31,31,32.78075396,32.45722646,26.12475374,30.31287624,126,771,30,30,30,0.796954023,0.933933042,23.61808228,0.529923353,1.033333333,1,0.967741935,12.54521096,4.314044947,4.677870101,46986.99998,8491.000083,41.64877086,0.243131868,1,93.30135341,84986.14489,7996.721591,"R4+TPO"
"157425",185,15.35150774,15,15,12.65599831,15.74346195,11.87001431,15.07508169,64,185,16,14,15,0.937896326,0.957545534,12.87108153,0.483744096,1,4,0.933333333,2.287593912,0.325093968,9.936689842,5654.999933,1216.000028,13.53179564,0.101298701,1,37.82632798,8828.382353,2806.014706,"R4+TPO"
"157486",291,19.25358764,19,19,16.06816684,19.4584599,13.19109436,19.0865641,80,291,20,18,19,0.820945817,0.980887706,18.90300148,0.513590743,1,1,0.947368421,9.710581563,2.714163804,1.834934223,10164.00005,3887.999942,24.92316479,0.209908735,1,82.15072421,8048.246429,884.1240876,"R4+TPO"
"157566",155,14.05176961,14,14,7.845313043,14.54337461,7.427261124,13.56533253,58,155,14,12,13,0.946713163,0.932749991,16.53920476,0.527710156,1.076923077,1,0.857142857,1.298911901,3.269956836,1.349120514,8585.999997,570.999999,24.08173412,0.224096386,1,85.49735597,9346.25,5584.129032,"R3+TPO"
"157589",230,17.11705671,17,17,12.50740459,17.21598293,11.319826,17.03620374,72,230,18,16,17,0.905049958,0.989557425,18.02583466,0.506397183,1,1,0.941176471,6.481755847,3.548013741,4.972495497,10563,7750.999999,27.01862077,0.23594132,1,87.64897812,10998.14706,5189.691176,"R4+TPO"
"157752",212,16.43361477,17,17,11.77068606,16.91611497,10.74812803,15.96553958,70,212,16,14,16,0.913126727,0.943806519,17.48903289,0.55885606,1.0625,1,0.823529412,4.140035905,1.048417413,0.881003927,7263,14208,32.00889251,0.310344828,1,127.1397481,6044.170455,1353.818182,"R4+TPO"
"157770",140,13.35454788,13,13,8.333512322,13.5982811,7.020647057,13.11323588,56,140,14,12,13,0.842459552,0.964330402,15.15664978,0.492156234,1,1,0.923076923,7.628086432,3.612359329,2.784354763,6674.000005,411.9999986,25.09620985,0.193816885,1,72.54306954,3769.211538,2226.480769,"R2+TPO"
"157796",179,15.1005125,16,16,11.69629852,16.07522282,9.757174811,14.22170799,64,179,14,14,14,0.834210481,0.88469741,12.35661356,0.562889563,1.142857143,4,0.875,13.49261405,4.879625234,9.303751417,6305.999996,1646.000004,13.40181222,0.113810742,1,40.95323177,8725.013393,7724.008929,"R3+TPO"
"157948",696,29.77623555,36,36,30.72652798,36.18001314,26.12832643,26.15412381,138,696,28,8,27,0.85035076,0.722888732,5.17069989,0.409796318,1.333333333,4,0.222222222,15.36105253,10.90577273,11.56252757,27961.00001,12451.99989,30.42076417,0.283378747,1,99.37101186,26759.85278,8049.252778,"R4+TPO"
"158028",143,13.4968739,14,14,7.859975814,14.02523902,7.133110451,13.06038335,58,143,14,12,13,0.907523206,0.93120576,11.6370294,0.497046948,1.076923077,3,0.857142857,5.807703011,9.893021228,4.944606893,3949.000006,426.0000186,15.87541213,0.125710676,1,44.63579339,8129.459821,2549.040179,"R4+TPO"
"158050",178,15.05827322,15,15,11.44715152,15.4755957,9.837411406,14.65063213,62,178,14,12,14,0.85937636,0.946692613,17.47118998,0.475527164,1.071428571,1,0.8,4.668051208,4.494396388,4.126712497,6275.000015,1588.000014,18.36336639,0.137428752,1,50.51222195,9851.558594,4094.76378,"R4+TPO"
"158111",140,13.35454788,13,13,10.49804946,13.52932697,8.052379111,13.14992688,56,140,14,12,13,0.767035738,0.971957209,17.0292535,0.526467024,1,1,0.923076923,8.589529709,6.258262752,2.048815902,4053.999997,516.0000033,11.40602624,0.101557632,1,35.66018402,4728.551724,3481.642857,"R3+TPO"
"158152",129,12.81917354,13,13,8.96164387,13.26682414,7.131985123,12.49062267,56,129,14,12,13,0.795834473,0.941493046,10.62595302,0.578544237,1,3,0.923076923,10.72459456,16.69646017,3.56053693,3926.000005,758.0000083,13.62378132,0.116603295,1,42.66960594,13879.23387,8065.342742,"R4+TPO"
"158230",146,13.63771466,13,13,9.636339825,13.91102195,9.05008236,13.35268941,58,146,14,12,13,0.939161811,0.959864017,15.55861745,0.597620668,1,1,0.923076923,2.328121105,5.618205046,2.583518859,3793.000003,281.9999995,10.41578365,0.110967742,1,38.71591383,6061.696429,2197.419643,"R4+TPO"
"158378",149,13.77711571,14,14,9.84014274,14.50379624,7.480965619,13.09754078,58,149,14,12,13,0.760249705,0.903042249,13.289437,0.586346369,1.076923077,3,0.857142857,14.13520108,8.789647783,3.761959387,3882,411,9.797139359,0.119363395,1,43.6910298,2118.098214,782.7142857,"R2+TPO"
"158678",176,14.9734372,15,15,9.467614228,15.24437199,8.33735663,14.72289254,62,176,14,12,14,0.880618541,0.965792002,17.24545185,0.5831366,1.071428571,4,0.8,6.462963128,4.877327917,5.397404785,6395.999992,156.0000005,7.107676006,0.118872549,1,49.59964587,2436.285714,1562.785714,"R2+TPO"
"158762",146,13.63771466,13,13,9.354903767,14.09505355,7.982976412,13.20051007,56,146,14,12,13,0.853346716,0.936534936,15.08334013,0.500370135,1,1,0.923076923,7.041345028,6.126996069,1.223507225,4577,1021,15.48872825,0.125077018,1,48.26975476,1974.37037,3329.592593,"R2+TPO"
"158807",234,17.26525911,26,26,11.85232201,21.7835092,10.33897353,16.93870964,82,8,16,12,19,0.872316287,0.777593247,3.363020605,0.550377104,1.368421053,3,0.461538462,10.72659554,21.48886271,7.57752225,9624,400,10.72269735,0.118253487,2,51.94344646,10515.88971,7987.264706,"R3+TPO"
"158848",157,14.14213562,14,14,9.547466975,14.64328248,8.834210625,13.65362118,58,157,14,12,13,0.925293656,0.932415338,16.73986342,0.492616885,1.076923077,1,0.857142857,5.508715897,2.105571467,3.086653886,9100,513,25.12209837,0.219204043,1,82.92809052,6441.589286,775.1383929,"R4+TPO"
"158999",137,13.21068859,13,13,9.499079245,13.43927537,7.09903387,12.98053547,56,137,14,12,13,0.747339156,0.965865726,14.59394212,0.474895511,1,1,0.923076923,12.57087243,2.33843274,3.100224589,4818,286.9999924,20.98600333,0.143742255,1,53.99433729,3352.5625,1324.3125,"R2+TPO"
"159048",162,14.36556392,14,14,8.277878071,14.44187627,7.986086871,14.29795257,60,162,14,12,14,0.964750483,0.99003428,15.79202078,0.529919653,1,3,0.857142857,1.277721527,9.031140341,3.480289594,7457,694.0000067,14.59686454,0.15720263,1,64.97741773,3631.058333,4325.316667,"R2+TPO"
"159067",151,13.86927135,14,14,10.99610203,14.80934706,7.576705236,12.98429206,60,151,14,12,13,0.689035553,0.876763304,12.67627011,0.515531669,1.076923077,3,0.857142857,18.74182165,10.18012813,4.218707652,4295,245.9999998,12.34445615,0.123305358,1,40.78397877,8441.017241,3673.241379,"R4+TPO"
"159115",190,15.55757746,15,15,11.36637017,15.74500568,10.13101732,15.41814428,64,190,16,14,15,0.891315096,0.979240313,16.35619761,0.501889614,1,4,0.933333333,4.905873825,8.104498266,5.689100753,7897.999965,1587.000029,25.7662826,0.163498099,1,58.75778159,9204.28629,4221.770161,"R4+TPO"
"159116",234,17.26525911,19,19,17.63136363,19.9297629,8.686925512,15.39579721,74,234,16,8,16,0.492697314,0.772502778,6.904772579,0.349482809,1.1875,4,0.421052632,31.04494199,19.79442352,17.81957985,7852.999999,1339.999999,21.47187394,0.212566845,1,75.11394916,15747.46324,1380.551471,"R4+TPO"
"159284",134,13.06524538,15,15,10.57560802,16.09329168,3.440744596,10.65370341,56,134,10,10,11,0.325347213,0.66199654,5.776759905,0.363375043,1.363636364,4,0.666666667,58.00973448,6.027641259,26.03373676,9130,757.0000007,22.38234228,0.238242894,1,104.6366806,2515.642857,18780.46429,"R3+TPO"
"159469",134,13.06524538,13,13,8.547173986,13.62479861,7.950182396,12.51440578,54,134,12,12,12,0.930153336,0.918502074,14.99272568,0.581118298,1.083333333,1,0.923076923,4.28062428,4.569180331,2.577589069,4183.000004,204.9999976,19.42429709,0.140039448,1,51.60825846,2501.64,1684.96,"R2+TPO"
"159489",212,16.43361477,16,16,13.02323296,16.62233097,12.39245246,16.21785645,68,212,16,16,16,0.951564984,0.975666799,21.52708079,0.413537956,1,1,1,1.799808313,4.314989136,2.994903961,5819.999988,9613.999942,31.07944602,0.210322581,1,76.25070893,6745.995536,2633.928571,"R4+TPO"
"159509",180,15.14263395,15,15,10.91429786,15.22515132,9.815860106,15.06295274,64,180,16,14,15,0.89935791,0.989346669,17.21975617,0.547649406,1,3,0.933333333,5.25329606,10.99094205,6.218373103,6365.999998,1370.999979,12.9048386,0.127003699,1,47.4841871,8839.548387,4039.141129,"R4+TPO"
"159591",125,12.61886163,13,13,9.546085539,13.33287397,6.06603412,12.0283761,54,125,12,10,12,0.635447283,0.902159289,10.6505854,0.445836576,1.083333333,3,0.769230769,18.7069717,19.53710343,6.198145757,3673.000007,486.9999924,15.60119548,0.152854512,1,52.44840878,4150.828125,4681.921875,"R3+TPO"
"159678",133,13.01640317,13,13,7.321356581,13.8384348,6.022583721,12.25578718,54,133,12,12,12,0.822604889,0.885633914,12.37119433,0.535284767,1.083333333,4,0.923076923,13.32490621,3.682234981,7.053500597,3474.999989,395.0000002,16.0371457,0.158662614,1,52.47364058,2201.211538,1295.653846,"R2+TPO"
"159687",171,14.7592139,15,15,12.46398815,15.16362135,10.74987287,14.39774467,64,171,16,14,14,0.862474574,0.949492495,14.12372398,0.448647587,1.071428571,4,0.933333333,6.080377795,4.587334409,9.506209212,5717.000007,596.0000007,15.40845624,0.120320856,1,44.54525194,7064.285714,1535.571429,"R4+TPO"
"159740",128,12.76939015,14,14,7.379733572,14.54556984,5.202796063,11.30976449,56,128,12,10,12,0.705011368,0.777540145,7.40475679,0.576648328,1.166666667,3,0.714285714,24.34765914,15.00267905,9.253442498,4078.000001,217.0000005,5.63958352,0.107291049,1,40.74273505,10370.53333,8367.216667,"R3+TPO"
"159756",152,13.91512031,16,16,11.57780441,15.6990516,9.468984598,12.60343467,60,152,12,4,12,0.817856673,0.802815036,7.335937128,0.435565866,1.333333333,4,0.25,14.42019233,7.428234484,9.830479778,6064.999973,925.9999981,17.78906294,0.143606557,1,47.46588247,6331.64,1494.48,"R4+TPO"
"159760",137,13.21068859,13,13,8.070582292,13.35396802,5.956363706,13.05699074,56,137,14,12,13,0.738033947,0.97776112,15.6137627,0.472942657,1,1,0.923076923,13.86330906,4.441859668,1.594586783,5136.999999,382.9999986,23.22662507,0.161097852,1,65.09436831,2066.861111,1330.388889,"R2+TPO"
"159776",157,14.14213562,14,14,10.36893797,14.68027677,9.514322701,13.67026937,58,157,14,12,13,0.917579286,0.931199703,14.18453124,0.411217893,1.076923077,3,0.857142857,3.000839916,8.20940873,2.579242006,7556.000059,1122.000009,27.98450882,0.194622279,1,66.62247809,4032.142857,657.4732143,"R1+TPO"
"159869",441,23.70197122,23,23,22.3621714,24.07837507,21.40634402,23.36186783,96,441,24,22,23,0.957256952,0.970242708,24.7273491,0.427250897,1,1,0.956521739,5.501534066,3.737342713,2.309257522,17077.00002,9634.999992,36.05455505,0.287169043,1,106.3147311,17646.125,5346.020833,"R4+TPO"
"159899",177,15.01591512,15,15,10.67092656,15.6479038,9.726749509,14.40235934,62,177,14,14,14,0.911518738,0.920401833,16.00672234,0.45746326,1.071428571,1,0.933333333,2.609961041,2.722093594,1.62853999,11281,1197,32.74905039,0.24137931,1,84.65119243,4981.375,1034.5,"R4+TPO"
"159921",137,13.21068859,14,14,8.211019789,13.94035738,7.147626918,12.51906605,56,137,12,12,12,0.870491985,0.898044842,13.82870952,0.471478535,1.166666667,4,0.857142857,5.514156383,6.89838155,10.35555979,5085.999995,610.9999952,23.22815152,0.17675841,1,60.11850322,3170.658654,1709.086538,"R2+TPO"
"160320",125,12.61886163,12,12,7.282651858,12.72492017,6.589374985,12.51668417,52,125,12,12,12,0.904804337,0.983635575,15.59553704,0.511911522,1,4,1,5.840824707,2.812186215,7.2515984,3825,273,26.57535517,0.208247423,1,68.40785171,3567.754808,1778.860577,"R2+TPO"
"160430",217,16.62627803,17,17,12.48764015,17.15083426,11.64060703,16.13406512,70,217,16,14,16,0.932170281,0.940716053,16.49794395,0.521026702,1.0625,1,0.823529412,2.354808854,1.359435997,1.432217683,11027.9999,691.0000157,36.83276294,0.233311302,1,83.01973636,9507.625,2462.3125,"R4+TPO"
"160471",174,14.88811778,15,15,11.23574231,15.56215753,10.14149499,14.29401703,62,174,14,12,14,0.902610144,0.918511267,13.71637773,0.548578272,1.071428571,1,0.8,6.175836328,1.452940948,2.569825181,6024.99999,608.0000095,11.16407248,0.121116043,1,40.78770777,10579.06452,7672.516129,"R3+TPO"
"160494",144,13.54398355,14,14,10.19328498,14.04636013,7.555198522,13.05596625,58,144,14,12,13,0.741193692,0.929491066,14.10851088,0.470267123,1.076923077,4,0.857142857,15.65527861,7.12773432,5.314941459,4452.999989,451.9999986,14.28442788,0.12244898,1,47.18245415,5321.321429,5772.321429,"R3+TPO"
"160614",210,16.35591402,16,16,10.59238173,16.69929655,8.544399015,16.01822312,68,210,16,14,16,0.806655126,0.959215442,18.39465679,0.56332766,1,4,0.875,9.704163292,3.925569079,5.614562828,8862.000004,3190.000035,19.06560077,0.173991571,1,69.55058992,15039.27652,10229.93893,"R3+TPO"
"160651",140,13.35454788,13,13,8.732026175,13.38229107,6.210254703,13.340991,56,140,14,12,13,0.711204316,0.996913827,14.57226098,0.500380788,1,2,0.923076923,16.51764448,7.560193435,0.831450767,6853.000015,334.9999962,28.36743493,0.218621096,1,78.50903237,2446.211538,1576.548077,"R2+TPO"
"160660",134,13.06524538,13,13,9.695645555,13.68548856,9.289503527,12.56145093,54,134,12,10,12,0.958110883,0.917866459,11.74339813,0.547511908,1.083333333,4,0.769230769,1.083146004,10.92052534,8.775106161,3813,370.9999964,9.429872955,0.09009009,1,31.89901433,5591.125,3520.155172,"R3+TPO"
"160757",578,27.13495407,28,28,27.11707749,28.29240868,22.11495329,26.04032612,112,578,26,26,26,0.815536014,0.920399759,21.93617372,0.466971588,1.076923077,3,0.928571429,10.68730245,7.960644615,0.803741337,26829.00014,7693.001015,26.61015476,0.206919494,1,74.04076313,20285.34375,3615.988636,"R4+TPO"
"160759",144,13.54398355,13,13,10.94657759,13.62187783,8.024739981,13.43580416,56,144,14,12,13,0.73308209,0.986340087,18.44824276,0.528407678,1,4,0.923076923,14.2645711,3.38760663,6.635206245,4451.999984,396.9999983,18.69635527,0.126177024,1,48.08490945,6485.537037,4890.407407,"R3+TPO"
"160814",127,12.71941192,13,13,10.18143599,13.02012737,7.738475306,12.42213262,54,127,12,10,12,0.760057354,0.954071513,14.6176366,0.508165659,1.083333333,3,0.769230769,11.54624623,7.812813148,3.244070881,3641,416,11.04458106,0.102756892,1,34.93744887,3813.861111,4494.75,"R3+TPO"
"160889",155,14.05176961,16,16,10.31487987,16.12927295,5.669250982,12.26470018,60,155,12,12,12,0.549618711,0.760400064,8.559217264,0.539785064,1.333333333,2,0.75,35.56049108,4.296055943,10.41888043,5073.99999,524.9999962,7.879615464,0.130116066,1,49.46876751,1972.6,1273.6,"R2+TPO"
