"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region"
"29665",142,13.44959924,13,13,8.76596575,13.5552972,8.421528286,13.35538083,56,142,14,12,13,0.960707414,0.98525179,14.86518896,0.535265791,1,1,0.923076923,1.292629688,5.236947703,2.037507645,5037,323,19.51386131,0.159061278,1,57.76715578,4974.535714,2303.928571,"R3+TPO"
"29711",277,18.78473428,19,19,15.81583324,19.03979262,12.20786735,18.53532337,80,277,20,18,19,0.771876332,0.973504478,20.91369183,0.49556056,1,1,0.947368421,12.10580288,4.701869177,2.426674224,11886,3124,32.26289002,0.236702128,1,82.41716104,3543.571429,1020.59375,"R4+TPO"
"29857",196,15.80131414,16,16,13.12657677,16.33895494,12.12850609,15.31173451,66,196,16,14,15,0.923965654,0.937130592,15.73643077,0.396506281,1.066666667,4,0.875,6.559704513,3.033417757,5.159139331,5592.000028,7514.000033,25.71450082,0.188118812,1,68.47264869,5919.34375,987.1785714,"R4+TPO"
"29858",154,14.00636798,14,14,9.692816526,14.16983357,6.924231179,13.87248008,60,154,14,12,14,0.714367301,0.979015034,14.43502266,0.455656525,1,2,0.857142857,16.01728368,4.928357379,1.802210737,4161.000009,933.999999,25.17308623,0.237099024,1,80.04453243,5914.491667,719.05,"R4+TPO"
"29953",163,14.40983387,15,15,9.209374274,14.95524322,7.309309046,13.87906893,62,163,14,14,14,0.793681398,0.928040335,15.04818323,0.515356312,1.071428571,4,0.933333333,13.36988188,7.493607127,5.108203401,6660,689,20.25748285,0.17964439,1,66.22821147,4956.625,2834.625,"R3+TPO"
"30017",175,14.93083843,15,15,10.57227991,15.59136136,9.705141491,14.43097795,62,175,14,12,14,0.917979998,0.925575235,12.31111409,0.49767833,1.071428571,4,0.8,3.699562766,5.295188727,9.086846094,5606.000001,637.0000014,15.18502925,0.130378096,1,45.89493094,3652.7,1309.895,"R4+TPO"
"30022",151,13.86927135,14,14,9.059303402,14.15643404,7.279283426,13.58387464,58,151,14,12,13,0.803514697,0.959554829,16.70704562,0.538808641,1.076923077,1,0.857142857,9.865228454,2.885619389,1.439357189,4752.999999,414.0000029,15.70471522,0.164119601,1,53.64100644,4417.84,3290.29,"R3+TPO"
"30111",131,12.91816476,13,13,6.818831083,13.17423897,6.607680975,12.66581075,56,131,14,10,12,0.969034266,0.961407393,13.72941892,0.524407867,1.083333333,1,0.769230769,1.709417967,6.405218233,1.153284496,3167.000016,560.0000057,18.84241539,0.192910702,1,71.11058941,1352.435345,244.6293103,"R1+TPO"
"30219",536,26.13049077,26,26,24.70748836,26.65179895,21.69156841,25.65479428,106,536,26,24,25,0.877934985,0.962591468,24.93178557,0.547360589,1.04,1,0.923076923,7.091129253,2.062738665,1.718073105,25260.99997,7591.99938,21.95602455,0.198482933,1,79.9801525,25287.59524,6445.166667,"R4+TPO"
"30288",134,13.06524538,14,14,10.56886915,13.93012796,6.010966123,12.26099591,56,134,12,10,12,0.5687426,0.880178269,12.12515447,0.476686212,1.166666667,4,0.714285714,25.53309417,3.312890131,10.62736037,4281.000001,623.0000005,25.39308737,0.149076517,1,52.2073258,3206.94,2144.54,"R2+TPO"
"30433",186,15.39294238,15,15,12.14887446,15.88127564,9.476842373,15.00208176,66,186,16,12,15,0.780059289,0.944639593,13.24989236,0.49566117,1,3,0.8,11.0623323,15.03257144,1.668804907,5607.000027,531.0000029,15.21968729,0.126741871,1,45.72296521,3449.5,656.7777778,"R1+TPO"
"30455",150,13.82327033,18,54,10.2415287,17.09059471,8.767590333,15.71243016,113,11,10,2,16,0.856082192,0.919361229,3.467249682,0.62630421,1.125,4,0.037037037,8.408703938,7.723179949,18.29099144,1455,130,0.662758801,0.047557841,2,18.39902896,1404.09375,141.1875,"R1+TPO"
"30555",193,15.67991941,16,16,12.51836436,16.21508876,9.211695109,15.16110857,66,193,16,14,15,0.735854529,0.935000035,16.69790119,0.547080841,1.066666667,3,0.875,13.95563593,9.210608325,1.695665248,5855,994,19.49958804,0.139473684,1,52.84173413,10332.80078,3490.898438,"R4+TPO"
"30709",146,13.63771466,14,14,9.496235033,14.15464153,6.962747718,13.18928546,58,146,14,12,13,0.733211393,0.931799328,12.84862146,0.553255649,1.076923077,1,0.857142857,14.09429549,6.844943337,3.333113563,5249,529,21.22237864,0.181456954,1,60.15049775,5523.142857,4315.214286,"R3+TPO"
"30712",177,15.01591512,15,15,10.37095287,15.5643214,8.151459302,14.49856357,62,177,14,12,14,0.785989427,0.931525583,16.08018255,0.539313939,1.071428571,1,0.8,11.83128566,2.696088985,3.040087721,7157,449,21.26277128,0.179960448,1,60.56111169,10086.65625,9028.242188,"R3+TPO"
"30814",133,13.01640317,13,13,8.931408266,13.49772308,8.505677005,12.5383309,54,133,12,12,12,0.952333244,0.928921925,15.23055963,0.64813975,1.083333333,4,0.923076923,1.837755117,4.07848606,5.152905808,4015,216,10.70900502,0.10546875,1,43.21061201,1912.96875,1989.125,"R2+TPO"
"30926",154,14.00636798,14,14,8.373919059,14.48037493,7.177820471,13.52925044,58,154,14,12,13,0.857163823,0.934316308,16.85337882,0.518728833,1.076923077,4,0.857142857,9.530251944,8.613720257,9.834993012,5487.999994,199.0000005,16.1375315,0.153753027,1,57.02468929,3610.1,1777.6,"R2+TPO"
"31186",136,13.16238609,13,13,8.194153744,13.4865241,7.971560147,12.84935337,56,136,14,12,13,0.972835072,0.952755007,13.53831454,0.513881119,1,4,0.923076923,1.178802312,1.997020613,5.227662887,4683.000044,304.0000031,21.7682867,0.170141224,1,57.30876834,2692.769231,1893.884615,"R2+TPO"
"31368",150,13.82327033,14,14,13.00258819,15.03420405,9.333664663,12.82436907,56,150,12,10,12,0.717831291,0.853012838,10.53794566,0.558304706,1.166666667,4,0.714285714,20.87159749,8.390432804,12.51170572,4337,531.0000019,9.375428728,0.084570691,1,30.45924417,5170.055556,2630.5,"R3+TPO"
"31387",161,14.32115713,14,14,9.173755868,14.81757791,8.072334386,13.8678966,58,161,14,12,13,0.879937781,0.935908465,16.51330082,0.542942113,1.076923077,1,0.857142857,5.60240634,4.683711008,2.732088876,6093.999992,568.9999999,30.94118457,0.215425532,1,71.58742099,3305.544643,2950.705357,"R2+TPO"
"31446",171,14.7592139,14,14,11.58128897,14.84236839,11.13596315,14.70546135,60,171,14,12,14,0.961547819,0.99077593,17.34550091,0.454767279,1,1,0.857142857,2.815133152,4.412459098,4.094802874,4931.999924,1186.000038,12.38799689,0.111545988,1,41.32645223,7588.035714,1663.053571,"R4+TPO"
"31526",143,13.4968739,14,14,9.30698874,14.48764135,7.891360883,12.5757591,56,143,12,12,12,0.847896253,0.868033574,12.72608524,0.461964527,1.166666667,4,0.857142857,3.875043547,2.791344336,6.24697609,6206.99999,558.0000005,23.00078583,0.181122449,1,61.09656343,8465.75,1518.5,"R4+TPO"
"31575",189,15.51658246,16,16,13.10016857,15.96884821,9.592878661,15.05925892,66,189,16,14,15,0.732271391,0.943039769,17.42769514,0.532004331,1.066666667,3,0.875,15.80781618,8.815476181,5.437649475,7060,766,18.21067878,0.144149968,1,50.42908743,6283.549107,3426.767857,"R3+TPO"
"31632",125,12.61886163,12,12,6.88597367,12.92671603,6.338531757,12.35284634,52,125,12,10,12,0.920498983,0.955605918,13.47364382,0.567688953,1,3,0.833333333,2.485506296,8.871197041,3.99189125,4769.000002,235.0000007,12.3063352,0.136741974,1,55.75738875,3518.175,3652.475,"R2+TPO"
"31664",165,14.49796823,16,16,10.56314691,17.067262,8.15573937,12.99510222,63,165,12,6,13,0.772093718,0.761405211,5.523312932,0.456250732,1.230769231,3,0.375,16.39271671,15.74965645,9.226593,4504.000004,644.0000017,13.95834221,0.147696477,1,46.38829845,3615.333333,1459,"R2+TPO"
"31675",355,21.26568361,26,26,30.11224877,26.67252116,7.389444544,18.63757766,100,355,18,8,20,0.245396636,0.698755755,4.460828362,0.172590898,1.3,4,0.307692308,53.40134961,38.13667486,30.03128029,17415.00021,23293.99974,81.79341813,0.36687394,1,194.390059,9153.865854,27533.53659,"R3+TPO"
"31727",175,14.93083843,15,15,10.88673421,15.73780906,8.934306245,14.14511131,62,175,14,14,14,0.820659903,0.898798,14.97523104,0.494362747,1.071428571,1,0.933333333,11.00615716,3.917827868,4.795461374,7217.999996,1456.999999,22.09605747,0.165432099,1,62.1271707,4663.903226,2536.83871,"R3+TPO"
"31811",144,13.54398355,13,13,7.854974532,13.62187783,6.739281792,13.43580416,56,144,14,12,13,0.857963545,0.986340087,18.44824276,0.48472725,1,4,0.923076923,4.36156487,2.695774701,5.48411777,5797.999998,1372.00001,24.57238466,0.186813187,1,69.52826296,10392.54167,6713.101852,"R3+TPO"
"31837",385,22.14601228,22,22,19.98865281,22.33606878,17.24632043,21.9488026,92,385,22,20,22,0.862805542,0.982661847,25.50129957,0.524149712,1,1,0.909090909,5.629786356,5.26780325,1.88797246,15956.99998,3091.999578,19.19648881,0.169230769,1,65.72094037,12297.25,4180.138889,"R4+TPO"
"31920",161,14.32115713,14,14,10.21507879,14.60316181,8.729582867,14.03557158,60,161,14,14,14,0.854578124,0.961132374,16.56899003,0.442103124,1,1,1,7.23993613,3.869116847,2.535432914,9490.000002,478.0000019,36.20818382,0.230376516,1,87.8794838,4579.90625,737.4375,"R4+TPO"
"31998",169,14.67264885,14,14,10.9602302,15.26042356,9.06094445,14.1231724,60,169,14,12,14,0.826711145,0.925477091,15.4283023,0.467044913,1,1,0.857142857,10.35661513,0.964062892,1.712186251,8510.999968,2806.999975,29.54946184,0.21690491,1,82.26086919,7588.441964,1080.705357,"R4+TPO"
"32194",157,14.14213562,15,15,9.546090619,15.16386874,7.538084934,13.29395814,60,157,14,12,13,0.789651516,0.876686442,10.11910539,0.479526872,1.153846154,3,0.8,13.00369022,11.3398651,4.833192017,5138.999996,352.0000029,21.57482293,0.181940701,1,58.46375067,2550.96875,1597.892857,"R2+TPO"
"32348",211,16.39481043,18,18,12.66286258,18.70870571,8.861215831,14.43170249,70,211,16,14,14,0.69977983,0.771389679,8.597542143,0.560235425,1.285714286,3,0.777777778,23.84237808,15.99933943,3.537190934,4734.000025,587.9999974,6.973713647,0.09352518,1,37.38135308,5455.25,2117.483333,"R4+TPO"
"32422",305,19.71129199,21,21,15.63023831,20.79526965,14.08634348,18.71129347,84,305,20,18,19,0.901223846,0.899786047,15.85183181,0.51153248,1.105263158,1,0.857142857,6.462738474,1.27476774,1.672568451,13394.00023,3010.999908,29.46284424,0.245430809,1,87.30040473,7408.8125,1522.236607,"R4+TPO"
"32437",190,15.55757746,15,15,11.72093659,16.0237407,9.67948293,15.13349864,64,190,16,14,15,0.825828453,0.944442308,16.17823053,0.468202818,1,1,0.933333333,13.48964226,3.84463608,3.599374762,10015,1895.000006,29.65511161,0.237911025,1,84.59050522,8767.142857,1227.732143,"R4+TPO"
"32451",186,15.39294238,16,16,12.56493631,16.25287924,9.133035408,14.61363521,64,186,14,12,14,0.726866829,0.899141315,14.35026845,0.535539877,1.142857143,2,0.75,18.84401273,0.77988303,5.981744946,6724.000005,500.9999971,19.51708592,0.133203379,1,52.23984953,9954.431818,4495.090909,"R4+TPO"
"32579",690,29.64761191,30,30,31.07185704,30.69087445,27.71015506,28.74623803,120,690,28,26,28,0.891808784,0.93663796,20.84247584,0.383918703,1.071428571,4,0.866666667,8.506303066,7.400799453,8.58115067,35551.00002,12732.00006,36.64871104,0.260409315,1,88.84364304,37108.56383,8211.896277,"R4+TPO"
"32733",178,15.05827322,15,15,11.23344665,15.3397413,9.828348641,14.79902821,62,178,14,12,14,0.874918353,0.964750834,17.84405142,0.440450026,1.071428571,1,0.8,6.185315888,1.14837622,2.022878576,7303.000006,5477,42.2242862,0.218729955,1,88.08804028,6589.511364,1260.534091,"R4+TPO"
"32765",130,12.86876434,13,13,8.579417544,13.22935869,7.484031655,12.55141087,56,130,14,12,13,0.87232398,0.948754295,12.44656427,0.540561079,1,3,0.923076923,5.103223695,15.02082718,1.76292539,3802.999993,333.000001,19.59656387,0.13378967,1,42.57739837,8180.555556,2928.166667,"R4+TPO"
"32773",186,15.39294238,19,19,15.10138929,19.490764,7.157560155,12.32374602,66,186,12,12,12,0.473966999,0.632286452,5.548996667,0.498863148,1.583333333,2,0.631578947,48.40558355,12.98863558,7.303713878,6306.999996,1681,16.7289112,0.1560237,1,53.96306729,7336.214286,4520.392857,"R3+TPO"
"32879",131,12.91816476,13,13,10.21537838,13.57036607,7.514156832,12.60970476,56,131,12,8,12,0.735573031,0.929208887,8.587961035,0.600982313,1.083333333,4,0.615384615,15.19352212,12.00869577,12.71408199,5387.999992,543.9999981,24.27462154,0.134554643,1,50.71034022,11566.86207,8100.655172,"R3+TPO"
"32993",123,12.51750367,13,13,6.854527596,13.32453566,5.458782268,11.80768898,54,123,12,12,12,0.796376146,0.886161385,10.71909592,0.590933841,1.083333333,3,0.923076923,11.60980971,13.0629468,4.073210924,5013,467,17.85898788,0.164057971,1,55.57505336,6007.419643,9043.098214,"R3+TPO"
"33006",155,14.05176961,14,14,7.591302381,14.5969323,7.330571195,13.5153743,58,155,14,12,13,0.965653959,0.925905117,16.22764758,0.520130105,1.076923077,4,0.857142857,4.190055188,8.480205348,10.34745973,6317.999999,230.0000005,22.01754079,0.19761194,1,69.02507771,3255.111111,2175.273148,"R2+TPO"
"33072",139,13.30676759,14,14,6.318809579,13.92091898,5.786761666,12.77659167,58,139,14,12,13,0.915799344,0.917798005,11.63939095,0.671485848,1.076923077,1,0.857142857,8.055553453,5.298565745,1.893779562,5455.999999,945.0000083,5.604534433,0.191562144,1,73.18482727,1568.3,2058.0125,"R2+TPO"
"33154",123,12.51750367,12,12,8.627525371,12.62011964,7.868577104,12.41368162,52,123,12,10,12,0.912031755,0.98364215,15.04587143,0.561557864,1,3,0.833333333,5.93502203,8.053102735,3.357274177,3201.999981,259.9999995,11.11074405,0.119218241,1,42.06931289,2084.40625,1277.375,"R2+TPO"
"33281",153,13.96081869,15,15,11.72472692,15.15194642,8.608387588,12.90433643,60,153,14,14,13,0.734207939,0.851661963,9.881088021,0.556411249,1.153846154,2,0.933333333,22.01360637,5.594931092,5.693871128,4218.000002,280.9999924,9.868887811,0.092189501,1,32.11596448,5979.348214,2444.96875,"R4+TPO"
"33392",184,15.30996096,15,15,10.21963639,15.9002869,9.527966436,14.75876809,62,184,14,14,14,0.932319514,0.92820766,17.19056577,0.489573488,1.071428571,1,0.933333333,7.387571047,4.193916024,2.361280214,8027.000001,4821.000062,29.38907565,0.230183893,1,88.31416504,6378.986607,3427.745536,"R3+TPO"
"33673",123,12.51750367,17,17,9.781835458,14.10065056,8.300820538,13.48544491,83,1,10,2,14,0.848595396,0.956370407,3.72865341,0.577414943,1.214285714,3,0.117647059,11.45358258,24.35919403,10.49606185,3041,163.9999938,6.181902161,0.068965517,3,28.60048667,3201.6,2394.4,"R2+TPO"
"33793",138,13.25881512,14,14,10.41462012,14.38662156,6.922477473,12.20951142,56,138,12,12,12,0.664688427,0.848671203,11.29455734,0.555203,1.166666667,2,0.857142857,20.19426614,2.290184443,4.886299227,3807,281.9999998,11.44426249,0.097715736,1,34.64315114,5697.516129,2069.887097,"R4+TPO"
"33846",132,12.967377,13,13,8.45014813,13.45778593,6.382550893,12.50663845,54,132,12,12,12,0.755318226,0.929323629,14.18257443,0.551760574,1.083333333,1,0.923076923,13.68115172,4.346240408,2.451399079,4375.000001,410.9999979,24.13404236,0.175702155,1,63.99815401,3078.96875,1990.53125,"R2+TPO"
"33854",136,13.16238609,13,13,8.228861492,13.43513855,6.556256053,12.89717091,56,136,14,12,13,0.796739143,0.959958162,14.02938317,0.573460955,1,1,0.923076923,12.42197925,6.007997459,3.428003306,4163.000008,571.9999957,11.97567211,0.149493746,1,51.68326649,2182.7625,1881.4125,"R2+TPO"
"34118",193,15.67991941,21,21,12.51070801,20.98723467,9.032089183,12.55178941,75,193,14,6,13,0.721948684,0.598067806,4.027302614,0.568735589,1.615384615,4,0.285714286,28.66501599,22.86182475,23.98374174,4097.999995,580.9999909,6.56894923,0.092470277,1,30.82723816,3128.825,1229.905,"R2+TPO"
"34186",536,26.13049077,27,27,25.6234964,26.95130909,20.97883742,25.34591637,108,536,26,24,25,0.818734379,0.94043359,24.57399506,0.493612032,1.08,1,0.888888889,11.0380655,1.237831929,1.224645365,23132,9541,14.05962689,0.135866066,1,49.44516,19214,2893.086331,"R4+TPO"
"34216",145,13.59092991,14,14,8.444264451,14.50010591,7.73346175,12.77733795,58,145,14,12,13,0.915824202,0.881189285,10.91759591,0.578833868,1.076923077,4,0.857142857,2.389340522,10.11736996,7.80624641,4142.999994,352.9999995,13.16922089,0.111397296,1,38.96628379,6857.116667,5710.288136,"R3+TPO"
"34239",145,13.59092991,13,13,11.57002472,13.99729852,9.934079131,13.24520456,56,145,14,12,13,0.858604832,0.946268635,13.78942029,0.468830588,1,1,0.923076923,12.26165488,6.853804777,2.583412578,3696.999997,309.0000248,7.065130414,0.085901639,1,31.76523126,1882.138889,330.4444444,"R1+TPO"
"34360",208,16.27784239,18,18,16.63507472,19.0263785,8.407957855,14.46404023,72,208,16,8,15,0.505435533,0.760209844,5.942254308,0.34764536,1.2,4,0.444444444,31.79619374,30.23394011,24.34784922,9455,672,23.73283258,0.184690158,1,63.73911596,8214.1875,6881.242647,"R3+TPO"
"34375",140,13.35454788,13,13,9.813088703,14.29358852,8.244421289,12.65812076,56,140,12,10,13,0.840145395,0.885580324,9.338476266,0.517262603,1,4,0.769230769,10.39805751,10.19820277,12.66578218,4065.999996,418.0000021,15.68966961,0.109079033,1,40.60152053,3371.964286,2169,"R2+TPO"
"34626",199,15.92178334,15,15,11.58848631,16.02008789,11.13048829,15.85110386,64,199,16,14,15,0.960478184,0.989451741,20.18881314,0.480689804,1,1,0.933333333,0.429130849,2.065537149,4.278587675,5664.000072,9587.000006,30.52480818,0.23436513,1,90.97156845,11777.54688,2328.289063,"R4+TPO"
"34655",159,14.23192786,15,15,10.46139405,15.48172453,9.0315472,13.34013413,64,159,14,8,14,0.863321576,0.861669778,8.212133904,0.608830203,1.071428571,4,0.533333333,12.034329,8.140968598,9.090627346,4029.999969,324.9999924,12.07980663,0.100323625,1,34.28680136,7290.25,3190.272727,"R4+TPO"
"34722",129,12.81917354,13,13,8.837855054,13.21468525,7.64464656,12.40380088,54,129,12,10,12,0.864988904,0.938637633,15.52915674,0.642503264,1.083333333,1,0.769230769,8.861978799,2.500472462,3.123694673,2969.000001,314.0000024,7.529827552,0.084291188,1,32.07108189,2379.1,3070.975,"R2+TPO"
"34752",130,12.86876434,17,17,20.47020774,17.07379858,4.361737696,10.62272682,63,130,12,4,11,0.213077354,0.622165406,3.56530094,0.202665314,1.545454545,4,0.235294118,59.94502948,30.64925606,37.97316937,5398.000002,503.0000002,42.78670567,0.155339806,1,84.70389636,2117.12,6060.83,"R2+TPO"
"34954",356,21.29561421,21,21,21.61079016,22.0656183,18.04095941,20.58101681,86,356,20,18,20,0.834812576,0.93271879,20.13714065,0.415031333,1.05,1,0.857142857,8.197756241,2.995604999,2.062829012,13377.99999,8059.000003,25.5817942,0.198931909,1,71.16602138,10016.01429,1856.221429,"R4+TPO"
"35247",136,13.16238609,13,13,7.511910714,13.58446961,6.636920888,12.72823763,56,136,14,10,13,0.883519672,0.936969789,14.31249599,0.560343138,1,1,0.769230769,7.206857381,4.239661644,1.917231289,4678.999993,242.0000002,15.40308703,0.147183525,1,57.17781284,2409.09375,1623.755208,"R2+TPO"
"35311",251,17.88142117,18,18,16.90579001,18.64125327,13.58544242,17.15768223,74,251,18,16,17,0.803597017,0.92041463,17.46414978,0.423764789,1.058823529,1,0.888888889,8.710229496,4.326675905,2.025010006,11799,1091.000004,16.14545529,0.119905493,1,51.41306898,9407.082031,31825.21484,"R3+TPO"
"35346",130,12.86876434,13,13,7.41424094,13.31122205,5.916930197,12.42244607,54,130,12,12,12,0.798049355,0.933231076,14.83054847,0.545949692,1.083333333,1,0.923076923,10.19875532,5.336170551,1.394214899,5456.000012,209.0000019,35.73957776,0.204651163,1,73.63496283,2513.678571,1747.035714,"R2+TPO"
"35415",139,13.30676759,13,13,7.891070077,13.51605603,7.473053916,13.09178356,56,139,14,12,13,0.947026682,0.968609743,15.35333695,0.512140578,1,3,0.923076923,0.25343718,8.350645358,2.428394231,4980,313,19.91695847,0.154126214,1,56.15989451,2085.605,1170.44,"R2+TPO"
"35579",155,14.05176961,16,16,10.5373067,16.23668248,7.084774043,12.2399674,60,155,12,8,12,0.672351507,0.75384657,7.969943773,0.510023488,1.333333333,4,0.5,21.52734484,8.524430321,10.69083132,7049.000005,703.0000064,24.9817725,0.154174284,1,56.12954987,7988.25,6448.859375,"R3+TPO"
"35738",125,12.61886163,13,13,8.506809922,13.07271026,6.761361463,12.19521703,54,125,12,10,12,0.794817508,0.932875953,12.46294532,0.515938721,1.083333333,4,0.769230769,11.31709853,5.054657336,5.480306171,4214.999999,319.9999989,17.88655176,0.11627907,1,48.29644724,3323.652778,1942.962963,"R2+TPO"
"35851",172,14.80230659,15,15,10.61612444,15.96970512,8.962764817,13.76409824,64,172,14,14,14,0.844259586,0.861888064,10.93965077,0.539304837,1.071428571,3,0.933333333,11.69301923,14.80548558,7.251033281,6197,607,17.70300005,0.139622642,1,49.26074102,11320.1875,7273.71875,"R3+TPO"
"35901",141,13.40215783,13,13,10.7766534,13.76858383,9.563774818,13.08021643,56,141,14,12,13,0.887453133,0.950004488,13.55085151,0.417706908,1,3,0.923076923,5.146846867,10.68232738,4.898197869,6387,313,24.54936877,0.166340509,1,57.07284461,3654.941667,497.4166667,"R1+TPO"
"35937",167,14.58557004,15,15,12.10562985,15.20439094,10.48175853,14.09063615,62,167,14,14,14,0.865858171,0.92674782,12.21991179,0.48555493,1.071428571,4,0.933333333,8.696746176,17.73411742,14.01360881,4717.000002,403.9999948,9.009398395,0.081784387,1,32.95002121,7131.96875,3597.848214,"R3+TPO"
"35979",166,14.5418351,14,14,11.3776758,15.05097244,10.04475822,14.0428322,60,166,14,14,14,0.882847991,0.933018266,16.10953428,0.420670118,1,1,1,9.635762054,3.449248892,3.821831019,6872.999996,359.9999995,25.2926861,0.162393162,1,58.35575377,7879.472222,1352.907407,"R4+TPO"
"36045",160,14.2766122,14,14,8.945315613,14.44844031,8.335652878,14.09858406,60,160,14,12,14,0.931845587,0.975785881,16.54603385,0.544218484,1,3,0.857142857,2.667438112,9.724810457,1.317689436,6158,1058,14.44040283,0.149481391,1,57.89375506,3651.910714,2177.035714,"R2+TPO"
"36158",125,12.61886163,20,20,7.580669596,16.26394385,7.391962765,12.51824789,64,3,12,2,19,0.975106839,0.769693256,2.273520234,0.582007702,1.052631579,1,0.1,5.667033401,6.97781401,3.242738665,3359.000003,401.999989,17.25214477,0.161853593,2,53.33929193,2292.543103,1234.849138,"R2+TPO"
"36165",138,13.25881512,13,13,7.562731842,13.56836385,7.20947643,12.97296181,56,138,14,12,13,0.953289973,0.956118361,13.73425728,0.495106585,1,1,0.923076923,3.121483292,4.160588392,3.478548418,6670.000017,970.9999971,25.56537185,0.190737355,1,72.94870671,9176.847222,5270.597222,"R3+TPO"
"36258",141,13.40215783,13,13,9.558267772,14.35373684,7.504087407,12.62469183,54,141,12,10,12,0.785088636,0.879540427,11.03619501,0.560177145,1.083333333,4,0.769230769,15.5693432,4.382859079,12.93113274,4048,579.9999981,12.92543796,0.142669297,1,52.15446505,1959.205357,2121.852679,"R2+TPO"
"36298",283,18.98708914,19,19,15.69402409,19.59890277,12.84224914,18.42110115,78,283,18,18,18,0.818289119,0.939904716,18.73505096,0.492145919,1.055555556,3,0.947368421,8.831454216,10.75166298,4.688854527,10864.00003,4199.000197,29.92937005,0.220899471,1,79.17805854,5461.819853,841.0661765,"R4+TPO"
"36370",174,14.88811778,14,14,10.80172446,14.99555902,8.999878664,14.82531954,60,174,14,12,14,0.833189061,0.98864734,17.66426613,0.510571459,1,1,0.857142857,7.735153521,1.869936671,4.021686837,6846.000007,443,32.00081866,0.182058047,1,69.94158048,6534.991071,3599.776786,"R3+TPO"
"36381",143,13.4968739,14,14,9.54393257,14.55969121,7.173555879,12.50304036,56,143,12,12,12,0.751635222,0.858743512,12.58317536,0.529654783,1.166666667,2,0.857142857,17.37028863,2.897578655,4.645750532,4736.999991,503.0000062,11.78895117,0.110546379,1,39.60951141,8055.6,2713.815126,"R4+TPO"
"36496",210,16.35591402,16,16,13.00237643,16.39996544,11.42380063,16.3257889,68,210,16,14,16,0.878593286,0.995477031,18.74159592,0.449235902,1,1,0.875,8.463093925,2.451643202,4.424907669,6661.999998,7397,26.78449527,0.197419355,1,74.40406994,3715.723214,2770.553571,"R2+TPO"
"36625",137,13.21068859,13,13,9.55851891,13.69715266,8.881522949,12.76514945,54,137,12,12,12,0.92917355,0.931956427,14.8745174,0.544220949,1.083333333,4,0.923076923,4.174201085,9.968549076,12.86402133,2989.999996,263,8.613673857,0.086787565,1,28.73215416,5662.836538,2572.587379,"R3+TPO"
"36805",162,14.36556392,14,14,10.17732474,14.57010092,8.647316647,14.22678402,60,162,14,12,14,0.849665002,0.976436889,13.93047223,0.514302415,1,4,0.857142857,8.422704886,8.817636484,7.039740688,5010,571.0000052,17.60855948,0.127035831,1,47.19261074,6543.75,3442.475,"R3+TPO"
"36882",400,22.57330592,22,22,21.51752306,22.88183981,19.2156069,22.27686708,92,400,22,20,22,0.893021322,0.973561011,25.53721322,0.438838249,1,1,0.909090909,4.852769154,1.926282241,1.599814499,18738.00001,11323.00006,33.31760933,0.258677145,1,98.70435654,13248.25,6334.430556,"R4+TPO"
"37084",136,13.16238609,14,14,9.728613683,14.34212065,8.740469621,12.11685938,56,136,12,12,12,0.898429099,0.844844335,10.37874151,0.477109935,1.166666667,4,0.857142857,11.7923293,8.128361431,14.01326931,3646.000005,247.0000005,13.22876722,0.108949416,1,39.96322853,6329.75,3070.875,"R3+TPO"
"37186",180,15.14263395,15,15,10.76702171,15.38910613,8.914395987,14.96983321,64,180,16,12,15,0.827935174,0.972755213,13.41942068,0.47877084,1,4,0.8,8.29772666,7.74978398,8.812816374,6753.999996,1565.999988,23.78990203,0.168799512,1,60.65672767,6293.415179,5165.651786,"R3+TPO"
"37239",148,13.73080594,15,15,7.65291433,15.14126492,2.82417371,12.58336498,60,148,14,12,13,0.369032448,0.831064316,8.515936155,0.286679485,1.153846154,4,0.8,42.32860533,20.10088237,19.76981569,10955,535.000003,136.5928355,0.283341721,1,197.3224012,3424.290323,18489.80242,"R3+TPO"
"37279",131,12.91816476,13,13,8.355221188,13.26705415,6.120977136,12.58723604,56,131,14,12,13,0.732593069,0.948758925,13.212026,0.492165345,1,1,0.923076923,13.77977838,7.468527225,3.163869066,4527.999988,251.9999971,22.30354823,0.146458583,1,55.93536127,1714.75,2531.125,"R2+TPO"
"37411",199,15.92178334,22,22,20.40183749,22.70888204,8.818663893,13.40486212,84,36,12,2,15,0.432248512,0.590291591,3.153695988,0.276727888,1.466666667,4,0.090909091,39.52693633,27.21939631,26.88568847,4568.000016,811.0000038,11.99556732,0.129380054,2,42.71700193,10260.71429,1584.325893,"R4+TPO"
"37672",182,15.2265273,15,15,11.17853369,15.54678032,10.69657979,14.89871048,64,182,16,14,15,0.956885768,0.958314852,17.56710477,0.447928142,1,1,0.933333333,4.299595339,4.374198013,0.929499968,6670.000027,6140.999994,31.41258441,0.22106632,1,82.81550623,4428.016129,1048.862903,"R4+TPO"
